epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,462.789,1.02756,0.54034,0.89155,0.90522,0.89115,0.90766,0.47924,1.2544,0.5772,0.95709,0.00165152,0.00165152,0.00165152
178,465.286,1.00777,0.52894,0.87839,0.89283,0.87492,0.87627,0.43134,1.27316,0.59444,0.96166,0.00164954,0.00164954,0.00164954
179,467.748,1.04896,0.55278,0.89652,0.91122,0.89805,0.91524,0.46923,1.21272,0.57772,0.94778,0.00164756,0.00164756,0.00164756
180,470.235,1.08029,0.56382,0.89349,0.90481,0.88271,0.90057,0.45573,1.30725,0.59629,0.9695,0.00164558,0.00164558,0.00164558
181,473.148,1.08117,0.55211,0.90127,0.91077,0.90571,0.92042,0.487,1.23008,0.57393,0.94957,0.0016436,0.0016436,0.0016436
182,475.655,1.09469,0.55227,0.90218,0.91491,0.90648,0.92408,0.47984,1.27949,0.58617,0.96072,0.00164162,0.00164162,0.00164162
183,478.383,1.08993,0.5537,0.90039,0.91049,0.89,0.90205,0.46038,1.24764,0.59025,0.95472,0.00163964,0.00163964,0.00163964
184,480.945,1.06876,0.55374,0.89754,0.91804,0.8992,0.91664,0.48426,1.22318,0.58066,0.9446,0.00163766,0.00163766,0.00163766
185,483.492,1.02226,0.53219,0.89057,0.9185,0.90283,0.9266,0.52082,1.18562,0.55723,0.93978,0.00163568,0.00163568,0.00163568
186,485.941,0.99257,0.51757,0.88107,0.91569,0.90264,0.9257,0.50956,1.20926,0.56115,0.94425,0.0016337,0.0016337,0.0016337
187,488.433,1.04402,0.54266,0.8966,0.91935,0.90438,0.92696,0.51195,1.19686,0.55977,0.94162,0.00163172,0.00163172,0.00163172
188,491.108,1.07743,0.5637,0.9066,0.92139,0.90295,0.9274,0.4988,1.191,0.56526,0.94009,0.00162974,0.00162974,0.00162974
189,493.546,1.00793,0.52622,0.88121,0.91906,0.89996,0.91984,0.49366,1.2351,0.56953,0.94917,0.00162776,0.00162776,0.00162776
190,495.985,1.08477,0.54525,0.90551,0.92919,0.90993,0.93366,0.53576,1.14409,0.54748,0.92986,0.00162578,0.00162578,0.00162578
191,498.472,1.03851,0.52692,0.88855,0.9245,0.89728,0.92379,0.52368,1.18919,0.55082,0.94016,0.0016238,0.0016238,0.0016238
192,501.055,1.13745,0.56646,0.90701,0.90981,0.88541,0.90664,0.49349,1.2081,0.55891,0.94576,0.00162182,0.00162182,0.00162182
193,503.441,1.05083,0.53314,0.89775,0.92507,0.90856,0.92984,0.52045,1.20716,0.5604,0.94563,0.00161984,0.00161984,0.00161984
194,505.844,1.02601,0.52013,0.88529,0.92228,0.90609,0.93004,0.53495,1.16398,0.54294,0.93665,0.00161786,0.00161786,0.00161786
195,508.601,1.06211,0.53867,0.89353,0.9245,0.9011,0.92802,0.50754,1.24087,0.56348,0.95196,0.00161588,0.00161588,0.00161588
196,511.123,1.04615,0.53911,0.88636,0.9223,0.90078,0.92439,0.50837,1.21139,0.56377,0.94735,0.0016139,0.0016139,0.0016139
197,513.553,1.06551,0.53979,0.90167,0.92256,0.90418,0.925,0.49849,1.21092,0.57328,0.94483,0.00161192,0.00161192,0.00161192
198,516.033,1.01049,0.5303,0.9002,0.91722,0.9046,0.92254,0.48624,1.26077,0.57231,0.95391,0.00160994,0.00160994,0.00160994
199,518.549,1.02764,0.53239,0.89258,0.91421,0.89853,0.91544,0.49538,1.22593,0.56449,0.95115,0.00160796,0.00160796,0.00160796
200,520.946,0.98829,0.51239,0.88046,0.92242,0.90238,0.92444,0.50681,1.24289,0.5607,0.94938,0.00160598,0.00160598,0.00160598
201,523.481,1.03838,0.52294,0.89418,0.91452,0.89399,0.91505,0.473,1.24595,0.57378,0.954,0.001604,0.001604,0.001604
202,526.186,1.02102,0.51833,0.8808,0.91363,0.89421,0.90923,0.46094,1.22025,0.58461,0.94812,0.00160202,0.00160202,0.00160202
203,528.764,1.02875,0.52931,0.88107,0.91795,0.90303,0.92323,0.48403,1.24042,0.57602,0.951,0.00160004,0.00160004,0.00160004
204,531.296,1.0268,0.52559,0.88148,0.90455,0.88041,0.89463,0.47215,1.26906,0.57475,0.95963,0.00159806,0.00159806,0.00159806
205,533.798,1.0512,0.53146,0.89756,0.92226,0.90491,0.92668,0.52075,1.19396,0.5567,0.94347,0.00159608,0.00159608,0.00159608
206,536.407,0.99911,0.51968,0.88425,0.922,0.90456,0.92374,0.51938,1.19193,0.55646,0.94329,0.0015941,0.0015941,0.0015941
207,538.821,0.99983,0.53558,0.89721,0.90894,0.88761,0.90453,0.46658,1.23521,0.57265,0.9524,0.00159212,0.00159212,0.00159212
208,541.48,1.02382,0.53672,0.88846,0.91279,0.89458,0.91029,0.48144,1.25762,0.56653,0.95568,0.00159014,0.00159014,0.00159014
209,544.006,1.05864,0.53889,0.89731,0.92499,0.90282,0.92223,0.52061,1.16353,0.5505,0.93825,0.00158816,0.00158816,0.00158816
210,546.458,1.01117,0.5274,0.88876,0.92909,0.90456,0.92655,0.50454,1.20114,0.56316,0.94963,0.00158618,0.00158618,0.00158618
211,549.127,1.00824,0.52135,0.87668,0.91615,0.89575,0.91683,0.48646,1.19202,0.55992,0.94482,0.0015842,0.0015842,0.0015842
212,551.651,0.99908,0.51857,0.8913,0.91504,0.89613,0.91509,0.48228,1.18061,0.55513,0.9401,0.00158222,0.00158222,0.00158222
213,554.251,1.02715,0.53482,0.88597,0.92106,0.91184,0.92573,0.50492,1.2387,0.55874,0.94786,0.00158024,0.00158024,0.00158024
214,556.852,1.04976,0.53588,0.8942,0.9156,0.90264,0.91932,0.49245,1.23013,0.55453,0.94564,0.00157826,0.00157826,0.00157826
215,559.563,1.00278,0.51857,0.90704,0.91381,0.89405,0.91062,0.48686,1.23965,0.55244,0.95133,0.00157628,0.00157628,0.00157628
216,562.024,1.0193,0.52088,0.88461,0.91436,0.89625,0.91016,0.48209,1.22873,0.55401,0.9504,0.0015743,0.0015743,0.0015743
217,564.571,0.98111,0.5186,0.87484,0.91919,0.90149,0.91801,0.47863,1.20119,0.54731,0.94305,0.00157232,0.00157232,0.00157232
218,567.074,1.02455,0.5172,0.89168,0.90954,0.8969,0.90586,0.46193,1.24213,0.56057,0.95313,0.00157034,0.00157034,0.00157034
219,569.494,1.00284,0.51439,0.89373,0.91167,0.90188,0.91041,0.47533,1.19315,0.54547,0.94612,0.00156836,0.00156836,0.00156836
220,572.129,1.03591,0.52893,0.8809,0.91888,0.90312,0.91906,0.47728,1.22337,0.55113,0.94937,0.00156638,0.00156638,0.00156638
221,574.639,1.02733,0.52511,0.88815,0.92435,0.90533,0.92291,0.48637,1.22948,0.56196,0.94669,0.0015644,0.0015644,0.0015644
222,577.398,0.99953,0.51395,0.88136,0.92103,0.903,0.91371,0.46993,1.21422,0.56627,0.94729,0.00156242,0.00156242,0.00156242
223,580.02,1.05343,0.52951,0.88717,0.93044,0.90648,0.92621,0.49966,1.20421,0.55746,0.94015,0.00156044,0.00156044,0.00156044
224,582.5,0.98056,0.51969,0.88437,0.92677,0.91189,0.92808,0.51465,1.2171,0.55177,0.9401,0.00155846,0.00155846,0.00155846
225,584.969,1.04725,0.54281,0.89714,0.92084,0.90516,0.92317,0.51871,1.18063,0.53915,0.9407,0.00155648,0.00155648,0.00155648
226,587.484,0.94938,0.49942,0.87813,0.92545,0.90494,0.92704,0.5262,1.2212,0.54247,0.94483,0.0015545,0.0015545,0.0015545
227,590.108,1.01896,0.53333,0.89495,0.91564,0.89033,0.91122,0.49967,1.20732,0.56092,0.94667,0.00155252,0.00155252,0.00155252
228,592.95,0.99261,0.51825,0.88682,0.91109,0.89613,0.90674,0.4876,1.20781,0.56594,0.94772,0.00155054,0.00155054,0.00155054
229,595.634,1.0327,0.52634,0.87726,0.92012,0.89623,0.91484,0.49622,1.2652,0.57038,0.94945,0.00154856,0.00154856,0.00154856
230,598.2,1.01466,0.52558,0.88291,0.9164,0.89076,0.90787,0.49213,1.21927,0.56591,0.94565,0.00154658,0.00154658,0.00154658
231,600.626,0.99123,0.52142,0.89035,0.91835,0.89613,0.91606,0.48425,1.27089,0.57732,0.95448,0.0015446,0.0015446,0.0015446
232,603.095,1.05218,0.52947,0.91218,0.92513,0.90111,0.92357,0.4987,1.2652,0.57346,0.95157,0.00154262,0.00154262,0.00154262
233,605.567,1.00215,0.51128,0.88316,0.92296,0.89996,0.9203,0.50905,1.20616,0.55005,0.94565,0.00154064,0.00154064,0.00154064
234,608.166,1.03807,0.53931,0.89575,0.91589,0.89843,0.91321,0.50134,1.21087,0.55065,0.94904,0.00153866,0.00153866,0.00153866
235,610.622,0.99113,0.51271,0.8841,0.93033,0.911,0.9329,0.52657,1.19264,0.5386,0.94003,0.00153668,0.00153668,0.00153668
236,613.357,0.9767,0.5054,0.88666,0.92853,0.90303,0.92405,0.51123,1.17614,0.54169,0.94107,0.0015347,0.0015347,0.0015347
237,615.916,0.97469,0.50483,0.87774,0.92713,0.90708,0.92992,0.5108,1.19845,0.5475,0.94295,0.00153272,0.00153272,0.00153272
238,618.458,1.01106,0.51908,0.87836,0.92582,0.90415,0.92356,0.50349,1.18876,0.54473,0.94103,0.00153074,0.00153074,0.00153074
239,620.841,0.97507,0.5124,0.88266,0.91563,0.89438,0.90685,0.48198,1.22244,0.55774,0.95147,0.00152876,0.00152876,0.00152876
240,623.218,0.96908,0.50641,0.88069,0.92534,0.90341,0.92254,0.51295,1.1852,0.54256,0.94133,0.00152678,0.00152678,0.00152678
241,625.939,1.00697,0.52064,0.88068,0.91335,0.89728,0.912,0.48276,1.23512,0.55501,0.95511,0.0015248,0.0015248,0.0015248
242,628.505,0.97175,0.50972,0.88232,0.91346,0.89728,0.91154,0.48882,1.23275,0.54481,0.95384,0.00152282,0.00152282,0.00152282
243,631.081,1.00003,0.50462,0.88623,0.92919,0.90531,0.92952,0.51216,1.25312,0.55216,0.95633,0.00152084,0.00152084,0.00152084
244,633.713,1.01526,0.52026,0.88823,0.91768,0.89299,0.91023,0.49192,1.22529,0.5623,0.95472,0.00151886,0.00151886,0.00151886
245,636.233,0.97166,0.50201,0.88926,0.92329,0.90073,0.91887,0.49667,1.23799,0.55907,0.95024,0.00151688,0.00151688,0.00151688
246,638.728,0.96019,0.49985,0.87568,0.91894,0.89881,0.914,0.50081,1.19628,0.54349,0.94443,0.0015149,0.0015149,0.0015149
247,641.263,1.00528,0.50315,0.89145,0.90622,0.8923,0.90149,0.46391,1.25223,0.56412,0.95854,0.00151292,0.00151292,0.00151292
248,643.748,1.00358,0.51556,0.88264,0.92381,0.90156,0.91803,0.48094,1.22586,0.55777,0.951,0.00151094,0.00151094,0.00151094
249,646.372,1.03249,0.52606,0.89662,0.9143,0.89498,0.90682,0.45959,1.26089,0.5707,0.95634,0.00150896,0.00150896,0.00150896
250,648.973,0.95285,0.50337,0.8806,0.91324,0.89651,0.90961,0.47602,1.2542,0.57099,0.95366,0.00150698,0.00150698,0.00150698
251,651.716,0.99668,0.51797,0.89486,0.92581,0.91031,0.93197,0.52428,1.24947,0.57078,0.95259,0.001505,0.001505,0.001505
252,654.141,0.98955,0.50982,0.88352,0.92356,0.90297,0.92641,0.51232,1.23362,0.56139,0.95223,0.00150302,0.00150302,0.00150302
253,656.672,0.99951,0.51084,0.87932,0.91855,0.89904,0.91193,0.47951,1.24409,0.56996,0.95368,0.00150104,0.00150104,0.00150104
254,659.167,0.99638,0.51029,0.88819,0.92475,0.90533,0.92214,0.49389,1.23184,0.55929,0.94998,0.00149906,0.00149906,0.00149906
255,661.696,0.98914,0.50665,0.88253,0.92449,0.8992,0.91559,0.49456,1.19755,0.55022,0.94664,0.00149708,0.00149708,0.00149708
256,664.335,0.93665,0.48792,0.86817,0.9274,0.90094,0.92076,0.50065,1.20985,0.54751,0.94697,0.0014951,0.0014951,0.0014951
257,666.831,0.98689,0.50958,0.88133,0.92644,0.90724,0.92741,0.49309,1.26248,0.55356,0.95371,0.00149312,0.00149312,0.00149312
258,669.303,0.94856,0.49805,0.88236,0.91917,0.90571,0.91779,0.47994,1.22983,0.55322,0.95247,0.00149114,0.00149114,0.00149114
259,671.692,0.9313,0.4943,0.86881,0.92477,0.90939,0.92537,0.50373,1.21022,0.5421,0.94899,0.00148916,0.00148916,0.00148916
260,674.17,1.00665,0.50916,0.89066,0.92894,0.91193,0.92866,0.52731,1.19495,0.52647,0.94385,0.00148718,0.00148718,0.00148718
261,676.698,0.98079,0.50482,0.89821,0.91862,0.8969,0.91454,0.50841,1.22162,0.54448,0.94991,0.0014852,0.0014852,0.0014852
262,679.411,0.981,0.50859,0.87423,0.925,0.91237,0.92906,0.51424,1.22225,0.54724,0.94613,0.00148322,0.00148322,0.00148322
263,681.928,0.98395,0.51052,0.88675,0.91947,0.90379,0.9187,0.47743,1.21017,0.55739,0.94322,0.00148124,0.00148124,0.00148124
264,684.729,0.96159,0.49263,0.87754,0.91626,0.89996,0.90944,0.47112,1.22628,0.54951,0.94888,0.00147926,0.00147926,0.00147926
265,687.237,0.97999,0.50613,0.87519,0.91804,0.89996,0.91533,0.4991,1.19663,0.53748,0.94393,0.00147728,0.00147728,0.00147728
266,689.544,0.91763,0.48286,0.87309,0.9162,0.89676,0.91447,0.47742,1.20167,0.54372,0.94724,0.0014753,0.0014753,0.0014753
267,692.043,0.93973,0.49148,0.87827,0.91987,0.90188,0.91653,0.46213,1.24371,0.5572,0.95056,0.00147332,0.00147332,0.00147332
268,694.546,0.97749,0.50584,0.88943,0.91983,0.91034,0.92695,0.47994,1.246,0.55218,0.94897,0.00147134,0.00147134,0.00147134
269,696.898,0.95703,0.49758,0.88007,0.9131,0.90188,0.92196,0.49629,1.20946,0.54623,0.94196,0.00146936,0.00146936,0.00146936
270,699.513,1.04253,0.5236,0.88667,0.91827,0.90149,0.91792,0.48968,1.23582,0.55326,0.94814,0.00146738,0.00146738,0.00146738
271,702.22,0.98102,0.51351,0.87363,0.90481,0.8854,0.8917,0.44035,1.24737,0.56221,0.95601,0.0014654,0.0014654,0.0014654
272,704.726,1.05192,0.53617,0.90034,0.90509,0.88456,0.88563,0.43132,1.27057,0.56704,0.96105,0.00146342,0.00146342,0.00146342
273,707.361,0.9847,0.50533,0.88059,0.92402,0.90993,0.92571,0.48856,1.23208,0.55229,0.9501,0.00146144,0.00146144,0.00146144
274,709.758,0.93096,0.49581,0.8674,0.9244,0.90533,0.92834,0.50798,1.19608,0.54684,0.94671,0.00145946,0.00145946,0.00145946
275,712.179,0.92038,0.48227,0.86851,0.90474,0.89306,0.90464,0.49629,1.26522,0.56157,0.96476,0.00145748,0.00145748,0.00145748
276,714.884,1.01222,0.52405,0.89283,0.91135,0.90111,0.91513,0.50357,1.27948,0.55922,0.96057,0.0014555,0.0014555,0.0014555
277,717.51,1.00584,0.51569,0.89045,0.91217,0.90111,0.91613,0.50735,1.21331,0.54315,0.95141,0.00145352,0.00145352,0.00145352
278,720.089,0.95351,0.49179,0.87483,0.92372,0.90149,0.92469,0.51564,1.21512,0.53816,0.9502,0.00145154,0.00145154,0.00145154
279,722.849,0.93736,0.49945,0.87443,0.91561,0.90533,0.91572,0.49014,1.21899,0.54929,0.95202,0.00144956,0.00144956,0.00144956
280,725.383,0.93203,0.48952,0.86444,0.91889,0.90318,0.92012,0.48456,1.22646,0.55574,0.95326,0.00144758,0.00144758,0.00144758
281,728.019,1.00461,0.52106,0.88501,0.91966,0.90826,0.92658,0.49876,1.23453,0.55206,0.95121,0.0014456,0.0014456,0.0014456
282,730.667,0.98934,0.50138,0.87838,0.91845,0.89613,0.91378,0.46657,1.23601,0.54928,0.95621,0.00144362,0.00144362,0.00144362
283,733.284,0.93933,0.49979,0.872,0.9315,0.90166,0.92588,0.49697,1.22056,0.55807,0.94809,0.00144164,0.00144164,0.00144164
284,735.853,1.01649,0.51656,0.88577,0.92538,0.90418,0.92273,0.50696,1.22978,0.55841,0.94938,0.00143966,0.00143966,0.00143966
285,738.644,0.9857,0.50126,0.88607,0.91082,0.90264,0.91651,0.49291,1.22375,0.55297,0.95042,0.00143768,0.00143768,0.00143768
286,741.061,0.97833,0.5011,0.88528,0.91239,0.90839,0.92184,0.49721,1.20972,0.55476,0.94725,0.0014357,0.0014357,0.0014357
287,743.607,0.97489,0.51415,0.88734,0.91609,0.90418,0.92161,0.4859,1.28189,0.55809,0.96425,0.00143372,0.00143372,0.00143372
288,746.012,1.00492,0.5164,0.88978,0.90748,0.88725,0.89577,0.46888,1.25235,0.549,0.96299,0.00143174,0.00143174,0.00143174
289,748.58,0.94969,0.49586,0.87641,0.92741,0.90839,0.92835,0.50994,1.21494,0.53874,0.94861,0.00142976,0.00142976,0.00142976
290,751.168,0.97337,0.50776,0.87737,0.92583,0.90427,0.92559,0.50101,1.23516,0.54764,0.9499,0.00142778,0.00142778,0.00142778
291,753.939,0.96335,0.49719,0.88428,0.9171,0.89474,0.91299,0.48016,1.22736,0.55333,0.94876,0.0014258,0.0014258,0.0014258
292,756.346,0.9223,0.49013,0.87075,0.91616,0.89076,0.90899,0.49258,1.2543,0.55517,0.95281,0.00142382,0.00142382,0.00142382
293,758.992,0.94288,0.48826,0.88722,0.90757,0.89881,0.90889,0.50805,1.23753,0.55371,0.95944,0.00142184,0.00142184,0.00142184
294,761.683,0.98714,0.49169,0.87794,0.91396,0.89982,0.91425,0.51614,1.21999,0.55144,0.9559,0.00141986,0.00141986,0.00141986
295,764.357,0.95974,0.49859,0.87333,0.91526,0.89012,0.90731,0.49738,1.2392,0.56077,0.95604,0.00141788,0.00141788,0.00141788
296,767.067,0.9602,0.49649,0.88064,0.91558,0.8938,0.90997,0.49485,1.23187,0.56239,0.95415,0.0014159,0.0014159,0.0014159
297,769.392,0.9716,0.50446,0.88731,0.92608,0.90609,0.93073,0.51834,1.17502,0.53588,0.93877,0.00141392,0.00141392,0.00141392
298,772.179,0.99952,0.51016,0.8782,0.92347,0.91113,0.93204,0.50494,1.195,0.53583,0.94404,0.00141194,0.00141194,0.00141194
299,774.671,0.93957,0.48062,0.87415,0.93193,0.9078,0.93107,0.52309,1.16974,0.52385,0.93936,0.00140996,0.00140996,0.00140996
300,777.235,0.96207,0.49654,0.86814,0.93267,0.91146,0.93452,0.52461,1.16768,0.52286,0.93839,0.00140798,0.00140798,0.00140798
301,779.735,0.96076,0.49401,0.88414,0.92522,0.90582,0.92272,0.48254,1.20645,0.53887,0.95003,0.001406,0.001406,0.001406
302,782.353,0.98258,0.49893,0.88821,0.9319,0.91338,0.92505,0.48045,1.19722,0.53931,0.94476,0.00140402,0.00140402,0.00140402
303,784.828,0.95732,0.49874,0.88084,0.9206,0.9022,0.91442,0.47128,1.25288,0.55814,0.96069,0.00140204,0.00140204,0.00140204
304,787.325,0.94485,0.49773,0.87739,0.92147,0.90403,0.92161,0.49838,1.23881,0.54734,0.95782,0.00140006,0.00140006,0.00140006
305,790.075,0.9573,0.49311,0.8752,0.92494,0.90207,0.92322,0.50456,1.247,0.54285,0.95452,0.00139808,0.00139808,0.00139808
306,792.483,0.91431,0.48672,0.87755,0.92321,0.89996,0.9241,0.49659,1.2483,0.54696,0.95531,0.0013961,0.0013961,0.0013961
307,794.943,0.91049,0.47697,0.86965,0.92275,0.9019,0.92032,0.49264,1.23481,0.54773,0.95149,0.00139412,0.00139412,0.00139412
308,797.576,0.91764,0.47035,0.8682,0.90481,0.88897,0.9001,0.47097,1.25027,0.56103,0.95903,0.00139214,0.00139214,0.00139214
309,800.006,0.93518,0.48457,0.87352,0.91854,0.89902,0.91804,0.49654,1.19764,0.54935,0.9466,0.00139016,0.00139016,0.00139016
310,802.405,0.93054,0.48179,0.87046,0.91035,0.89268,0.90686,0.46206,1.22897,0.56141,0.95243,0.00138818,0.00138818,0.00138818
311,804.898,0.94729,0.48923,0.87747,0.92678,0.89498,0.92158,0.47247,1.23161,0.55223,0.95068,0.0013862,0.0013862,0.0013862
312,807.519,0.93581,0.49584,0.88433,0.92942,0.90149,0.92515,0.48131,1.2335,0.54669,0.95102,0.00138422,0.00138422,0.00138422
313,809.935,0.9473,0.48943,0.87166,0.92948,0.90431,0.92947,0.50042,1.1827,0.53528,0.94534,0.00138224,0.00138224,0.00138224
314,812.464,0.92812,0.48194,0.86852,0.91698,0.91441,0.93117,0.51974,1.19311,0.53182,0.94761,0.00138026,0.00138026,0.00138026
315,815.013,0.93534,0.48332,0.87376,0.91763,0.89244,0.92193,0.50598,1.237,0.5395,0.9537,0.00137828,0.00137828,0.00137828
316,817.558,0.91744,0.48361,0.86501,0.91523,0.89387,0.91962,0.49838,1.23755,0.54444,0.95376,0.0013763,0.0013763,0.0013763
317,820.102,0.94918,0.49216,0.88386,0.9255,0.90763,0.93276,0.52004,1.21094,0.53662,0.94681,0.00137432,0.00137432,0.00137432
318,822.49,0.97513,0.50548,0.88397,0.92365,0.9042,0.92776,0.51162,1.201,0.53701,0.94663,0.00137234,0.00137234,0.00137234
319,824.867,0.91619,0.48889,0.86238,0.9182,0.90348,0.92177,0.48883,1.21675,0.54527,0.94978,0.00137036,0.00137036,0.00137036
320,827.467,1.00076,0.51793,0.90724,0.92712,0.90533,0.92998,0.50499,1.24685,0.53956,0.95237,0.00136838,0.00136838,0.00136838
321,829.893,0.92892,0.48748,0.87126,0.91625,0.8969,0.92118,0.51101,1.19165,0.52669,0.94827,0.0013664,0.0013664,0.0013664
322,832.322,0.90534,0.47881,0.87083,0.92381,0.90157,0.9271,0.51153,1.18511,0.52498,0.94749,0.00136442,0.00136442,0.00136442
323,834.757,0.95203,0.49911,0.87091,0.918,0.90609,0.92343,0.50757,1.2442,0.5514,0.95769,0.00136244,0.00136244,0.00136244
324,837.178,0.9003,0.46971,0.86652,0.91835,0.90379,0.92199,0.51384,1.21648,0.54206,0.95202,0.00136046,0.00136046,0.00136046
325,839.578,0.96347,0.49827,0.89694,0.91844,0.91031,0.92813,0.52899,1.22707,0.53267,0.95183,0.00135848,0.00135848,0.00135848
326,841.897,0.96949,0.50124,0.8735,0.92003,0.90398,0.92365,0.51175,1.25633,0.54168,0.95823,0.0013565,0.0013565,0.0013565
327,844.521,0.89798,0.47223,0.86183,0.91215,0.89575,0.91188,0.48495,1.21936,0.54038,0.95595,0.00135452,0.00135452,0.00135452
328,846.969,0.93415,0.48706,0.87609,0.9119,0.89663,0.90891,0.47511,1.23734,0.54779,0.9598,0.00135254,0.00135254,0.00135254
329,849.407,0.93759,0.47516,0.87517,0.91598,0.90916,0.92198,0.50126,1.17461,0.52922,0.94531,0.00135056,0.00135056,0.00135056
330,852.15,0.89736,0.47217,0.86782,0.91744,0.90609,0.92097,0.50039,1.1802,0.53096,0.94476,0.00134858,0.00134858,0.00134858
331,854.531,0.94914,0.49208,0.88384,0.90942,0.90431,0.91527,0.50142,1.24915,0.53657,0.95503,0.0013466,0.0013466,0.0013466
332,857.002,0.92886,0.48044,0.87264,0.91703,0.91223,0.92757,0.51888,1.2259,0.53371,0.95059,0.00134462,0.00134462,0.00134462
333,859.398,0.95941,0.49081,0.88081,0.9146,0.90801,0.92405,0.52205,1.19347,0.52711,0.94645,0.00134264,0.00134264,0.00134264
334,861.824,0.89488,0.47642,0.86335,0.9162,0.90935,0.93145,0.52522,1.20761,0.52785,0.94824,0.00134066,0.00134066,0.00134066
335,864.727,0.92197,0.48287,0.87648,0.89935,0.89389,0.90169,0.48737,1.20107,0.53334,0.9522,0.00133868,0.00133868,0.00133868
336,867.288,0.93071,0.47722,0.87297,0.90187,0.89421,0.90071,0.47701,1.21558,0.53694,0.95534,0.0013367,0.0013367,0.0013367
337,869.812,0.88956,0.46531,0.85963,0.91557,0.90613,0.92244,0.49484,1.23005,0.53479,0.95454,0.00133472,0.00133472,0.00133472
338,872.163,0.90796,0.47478,0.87041,0.90752,0.89766,0.9123,0.4853,1.21426,0.53526,0.95278,0.00133274,0.00133274,0.00133274
339,874.594,0.90225,0.47169,0.8676,0.92064,0.91152,0.9309,0.52378,1.18325,0.52594,0.94129,0.00133076,0.00133076,0.00133076
340,877.158,0.86077,0.45629,0.86103,0.92014,0.91416,0.93342,0.53692,1.17481,0.52384,0.93992,0.00132878,0.00132878,0.00132878
341,879.641,0.86024,0.4606,0.86791,0.91841,0.91146,0.93055,0.52717,1.17963,0.51769,0.94486,0.0013268,0.0013268,0.0013268
342,881.996,0.9232,0.47498,0.87918,0.92401,0.90609,0.92905,0.52251,1.21608,0.52512,0.95047,0.00132482,0.00132482,0.00132482
343,884.391,0.88021,0.45949,0.866,0.91939,0.90763,0.91999,0.5091,1.19587,0.52734,0.95144,0.00132284,0.00132284,0.00132284
344,886.896,0.92687,0.49361,0.87289,0.91911,0.90954,0.92284,0.50901,1.2011,0.53361,0.95173,0.00132086,0.00132086,0.00132086
345,889.374,0.92774,0.48176,0.87646,0.92218,0.91568,0.92793,0.50562,1.24811,0.54228,0.95028,0.00131888,0.00131888,0.00131888
346,891.905,0.91176,0.47693,0.87333,0.91939,0.91184,0.92334,0.49671,1.22311,0.53488,0.94951,0.0013169,0.0013169,0.0013169
347,894.606,0.93625,0.48756,0.87105,0.91865,0.90458,0.9217,0.49949,1.20474,0.54088,0.94731,0.00131492,0.00131492,0.00131492
348,897.065,0.93862,0.49556,0.87007,0.92595,0.91108,0.93117,0.51632,1.18143,0.53416,0.94149,0.00131294,0.00131294,0.00131294
349,899.611,0.91475,0.48214,0.86219,0.92414,0.90123,0.92283,0.50024,1.2015,0.53004,0.94888,0.00131096,0.00131096,0.00131096
350,902.054,0.89764,0.47553,0.86187,0.9246,0.89843,0.92406,0.50239,1.20886,0.53268,0.9498,0.00130898,0.00130898,0.00130898
351,904.598,0.93955,0.47737,0.87269,0.92537,0.90149,0.9247,0.51273,1.21572,0.53129,0.95215,0.001307,0.001307,0.001307
352,907.103,0.91377,0.47507,0.86543,0.92521,0.90563,0.92535,0.52396,1.18314,0.5309,0.94686,0.00130502,0.00130502,0.00130502
353,909.519,0.88885,0.47612,0.8789,0.92086,0.90095,0.91603,0.497,1.20723,0.53015,0.95202,0.00130304,0.00130304,0.00130304
354,912.169,0.93549,0.47818,0.87849,0.91893,0.90188,0.91924,0.48841,1.22771,0.53773,0.95558,0.00130106,0.00130106,0.00130106
355,914.641,0.9337,0.4836,0.87145,0.91273,0.90916,0.92563,0.48498,1.23722,0.5394,0.9545,0.00129908,0.00129908,0.00129908
356,917.04,0.93171,0.48108,0.87186,0.90935,0.90878,0.92137,0.47175,1.2567,0.54275,0.96055,0.0012971,0.0012971,0.0012971
357,919.602,0.93664,0.48528,0.87906,0.91461,0.91031,0.9231,0.4888,1.23496,0.54252,0.95474,0.00129512,0.00129512,0.00129512
358,922.096,0.97193,0.49697,0.87383,0.91802,0.90724,0.92153,0.49681,1.20747,0.53385,0.94959,0.00129314,0.00129314,0.00129314
359,924.621,0.92133,0.4749,0.87135,0.91788,0.90839,0.92695,0.52424,1.21185,0.52886,0.94909,0.00129116,0.00129116,0.00129116
360,926.966,0.91714,0.48584,0.88029,0.92078,0.90149,0.92378,0.5295,1.18878,0.52421,0.94685,0.00128918,0.00128918,0.00128918
361,929.549,0.91507,0.47672,0.88988,0.91922,0.90719,0.92508,0.51256,1.26034,0.5377,0.95793,0.0012872,0.0012872,0.0012872
362,931.862,0.88114,0.46429,0.86552,0.91682,0.91031,0.92515,0.5133,1.23703,0.53601,0.95503,0.00128522,0.00128522,0.00128522
363,934.256,0.91277,0.463,0.87367,0.91758,0.89843,0.91785,0.50439,1.22894,0.53023,0.95561,0.00128324,0.00128324,0.00128324
364,936.621,0.89836,0.47054,0.8665,0.92162,0.90418,0.92709,0.51145,1.23527,0.52989,0.95431,0.00128126,0.00128126,0.00128126
