epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,469.024,1.03819,0.5569,0.89025,0.92752,0.91905,0.93789,0.64797,1.0665,0.55158,0.91733,0.00165152,0.00165152,0.00165152
178,471.251,1.01474,0.53544,0.89191,0.922,0.92468,0.93766,0.63527,1.13694,0.5495,0.9369,0.00164954,0.00164954,0.00164954
179,473.755,1.07784,0.54664,0.90083,0.92406,0.93234,0.93911,0.60639,1.25476,0.57743,0.96831,0.00164756,0.00164756,0.00164756
180,476.542,1.12034,0.56662,0.89648,0.91489,0.93535,0.94036,0.66274,1.0289,0.52539,0.9144,0.00164558,0.00164558,0.00164558
181,479.071,1.09707,0.5522,0.89219,0.92845,0.92208,0.94306,0.66774,1.00443,0.52976,0.91037,0.0016436,0.0016436,0.0016436
182,481.599,1.054,0.5534,0.89419,0.91689,0.91695,0.93855,0.65681,1.06515,0.54736,0.92305,0.00164162,0.00164162,0.00164162
183,483.973,1.01711,0.5322,0.88766,0.92173,0.92787,0.94023,0.66708,1.02077,0.52996,0.91857,0.00163964,0.00163964,0.00163964
184,486.487,1.0473,0.54793,0.89303,0.93082,0.92987,0.94748,0.66355,1.06673,0.53938,0.9223,0.00163766,0.00163766,0.00163766
185,488.851,1.02365,0.53362,0.89569,0.92626,0.92985,0.94778,0.65275,1.10711,0.5437,0.93038,0.00163568,0.00163568,0.00163568
186,491.433,1.03649,0.54611,0.90359,0.92648,0.92201,0.94158,0.66784,1.02513,0.54426,0.91296,0.0016337,0.0016337,0.0016337
187,493.895,1.11129,0.56541,0.92322,0.92989,0.91429,0.93968,0.66565,1.02836,0.54955,0.91349,0.00163172,0.00163172,0.00163172
188,496.49,1.03583,0.53318,0.88552,0.90299,0.92078,0.93332,0.66002,1.02224,0.54715,0.91271,0.00162974,0.00162974,0.00162974
189,498.989,1.0856,0.5454,0.88812,0.90813,0.92435,0.93338,0.65518,1.02472,0.5473,0.91539,0.00162776,0.00162776,0.00162776
190,502.093,1.02129,0.52869,0.89005,0.9342,0.929,0.94284,0.67183,1.00624,0.52126,0.90929,0.00162578,0.00162578,0.00162578
191,504.49,1.03134,0.53396,0.8915,0.93447,0.93212,0.94316,0.67054,1.00984,0.51364,0.91039,0.0016238,0.0016238,0.0016238
192,507.057,1.06551,0.54582,0.88085,0.92844,0.92677,0.94087,0.66966,1.00757,0.53561,0.90545,0.00162182,0.00162182,0.00162182
193,509.608,1.11134,0.56831,0.89898,0.92852,0.92219,0.93944,0.66961,1.0069,0.53051,0.90648,0.00161984,0.00161984,0.00161984
194,512.026,1.04499,0.54597,0.8915,0.92595,0.92564,0.94519,0.67832,1.00366,0.52212,0.90605,0.00161786,0.00161786,0.00161786
195,514.76,1.04367,0.53773,0.88419,0.91776,0.929,0.94427,0.68532,0.97558,0.52805,0.8984,0.00161588,0.00161588,0.00161588
196,517.534,1.10841,0.55997,0.90377,0.91983,0.91342,0.93837,0.65878,1.04257,0.55326,0.91707,0.0016139,0.0016139,0.0016139
197,520.009,1.03245,0.52718,0.88922,0.92542,0.91316,0.94557,0.68603,0.97602,0.53547,0.90135,0.00161192,0.00161192,0.00161192
198,522.658,1.01617,0.5306,0.89073,0.9257,0.90608,0.94165,0.67684,1.01392,0.53773,0.9079,0.00160994,0.00160994,0.00160994
199,525.58,1.02522,0.53469,0.88309,0.92841,0.91688,0.94554,0.69204,0.96326,0.52312,0.89943,0.00160796,0.00160796,0.00160796
200,528.108,1.02035,0.53276,0.88447,0.93365,0.92208,0.94978,0.68704,0.99125,0.51818,0.90049,0.00160598,0.00160598,0.00160598
201,530.531,1.03116,0.54107,0.88854,0.91783,0.88961,0.93737,0.66697,1.01748,0.54039,0.90884,0.001604,0.001604,0.001604
202,533.003,0.99537,0.52096,0.87939,0.91324,0.91139,0.94267,0.66507,1.04743,0.54298,0.90828,0.00160202,0.00160202,0.00160202
203,535.345,1.04916,0.5346,0.89371,0.92706,0.92511,0.94791,0.67585,1.03368,0.5264,0.90707,0.00160004,0.00160004,0.00160004
204,537.93,1.07269,0.54253,0.88313,0.92799,0.91991,0.94251,0.66652,1.01333,0.52152,0.91111,0.00159806,0.00159806,0.00159806
205,540.417,1.00922,0.5276,0.88234,0.9299,0.91312,0.94071,0.65762,1.05353,0.52814,0.91732,0.00159608,0.00159608,0.00159608
206,543.035,1.02336,0.5286,0.88908,0.92983,0.91039,0.94183,0.68849,0.95496,0.51132,0.89703,0.0015941,0.0015941,0.0015941
207,545.359,0.98445,0.51406,0.88032,0.92892,0.91818,0.94287,0.68733,0.95595,0.5094,0.90027,0.00159212,0.00159212,0.00159212
208,547.746,0.97389,0.51445,0.87488,0.93624,0.93449,0.95333,0.68629,1.00019,0.50636,0.90666,0.00159014,0.00159014,0.00159014
209,550.595,1.06406,0.52881,0.89004,0.93622,0.93463,0.95435,0.67579,1.03815,0.51807,0.91302,0.00158816,0.00158816,0.00158816
210,553.102,1.06231,0.53904,0.89472,0.93444,0.92559,0.94786,0.6798,0.9979,0.51099,0.90827,0.00158618,0.00158618,0.00158618
211,555.468,1.05152,0.54123,0.89008,0.93247,0.92294,0.94811,0.68641,0.98975,0.52216,0.90334,0.0015842,0.0015842,0.0015842
212,557.874,1.0596,0.5547,0.88937,0.92725,0.92684,0.95032,0.67474,1.03635,0.53258,0.90608,0.00158222,0.00158222,0.00158222
213,560.258,1.01235,0.53093,0.88499,0.92966,0.92251,0.94541,0.6805,0.98863,0.51843,0.90876,0.00158024,0.00158024,0.00158024
214,562.625,1.01413,0.52748,0.89371,0.93032,0.92482,0.95092,0.66849,1.03045,0.52969,0.91421,0.00157826,0.00157826,0.00157826
215,565.039,1.04807,0.53625,0.89314,0.93442,0.92684,0.95033,0.68965,0.96173,0.51267,0.89471,0.00157628,0.00157628,0.00157628
216,567.331,1.00486,0.52406,0.88506,0.93503,0.92214,0.94799,0.65784,1.07493,0.52851,0.91758,0.0015743,0.0015743,0.0015743
217,569.9,1.11848,0.55207,0.8921,0.93319,0.91912,0.94587,0.6568,1.07565,0.53363,0.92351,0.00157232,0.00157232,0.00157232
218,572.7,1.09467,0.55676,0.89627,0.89357,0.87595,0.92394,0.64753,1.03874,0.56097,0.91523,0.00157034,0.00157034,0.00157034
219,575.128,1.08057,0.55326,0.89452,0.88731,0.86924,0.91888,0.64605,1.02073,0.57256,0.91106,0.00156836,0.00156836,0.00156836
220,577.576,1.03716,0.54461,0.88921,0.93103,0.93506,0.94831,0.67653,1.02636,0.5314,0.91097,0.00156638,0.00156638,0.00156638
221,580.095,1.04665,0.55123,0.88312,0.93225,0.93522,0.94653,0.68088,1.00237,0.52477,0.90736,0.0015644,0.0015644,0.0015644
222,582.858,1.04934,0.53558,0.88054,0.92877,0.92571,0.94594,0.67759,0.99622,0.51538,0.90811,0.00156242,0.00156242,0.00156242
223,585.165,1.03811,0.53329,0.89697,0.93215,0.92777,0.94982,0.66227,1.07377,0.5345,0.92505,0.00156044,0.00156044,0.00156044
224,587.543,1.08058,0.5467,0.89162,0.93929,0.92771,0.94998,0.67515,1.00604,0.52163,0.91176,0.00155846,0.00155846,0.00155846
225,589.991,1.04156,0.53569,0.86987,0.93529,0.92608,0.94709,0.68141,0.96305,0.5127,0.90014,0.00155648,0.00155648,0.00155648
226,592.516,1.10451,0.55974,0.89234,0.93989,0.91386,0.94485,0.67583,0.98874,0.50935,0.91085,0.0015545,0.0015545,0.0015545
227,595.677,1.01564,0.5198,0.88154,0.92788,0.92294,0.94151,0.6495,1.09991,0.52364,0.9344,0.00155252,0.00155252,0.00155252
228,598.292,1.00756,0.51757,0.88141,0.93356,0.92461,0.94593,0.69603,0.93185,0.49785,0.89498,0.00155054,0.00155054,0.00155054
229,600.862,1.02837,0.52554,0.88632,0.93458,0.92251,0.94485,0.692,0.94334,0.49634,0.89567,0.00154856,0.00154856,0.00154856
230,603.515,0.96867,0.51414,0.88276,0.94203,0.92121,0.94567,0.64979,1.10821,0.52813,0.93611,0.00154658,0.00154658,0.00154658
231,605.995,0.98306,0.51504,0.88561,0.9414,0.92493,0.94814,0.67135,1.02031,0.51481,0.91282,0.0015446,0.0015446,0.0015446
232,608.748,1.00057,0.50983,0.87772,0.92478,0.91775,0.94817,0.66949,1.01212,0.5301,0.90247,0.00154262,0.00154262,0.00154262
233,611.181,0.97756,0.52798,0.87395,0.9249,0.91515,0.94622,0.66371,1.01811,0.54406,0.90852,0.00154064,0.00154064,0.00154064
234,613.72,1.10337,0.54254,0.90045,0.92793,0.91515,0.94282,0.67291,1.02521,0.52498,0.91606,0.00153866,0.00153866,0.00153866
235,616.058,1.02943,0.53269,0.89132,0.93347,0.91602,0.94668,0.67079,1.03963,0.52695,0.91517,0.00153668,0.00153668,0.00153668
236,618.471,1.01369,0.5234,0.88606,0.93327,0.92021,0.94854,0.68832,0.97918,0.51333,0.90108,0.0015347,0.0015347,0.0015347
237,620.863,1.00685,0.5154,0.88123,0.93276,0.92294,0.9483,0.69269,0.96911,0.50648,0.89928,0.00153272,0.00153272,0.00153272
238,623.658,1.03305,0.55334,0.8949,0.92495,0.93362,0.94668,0.68314,0.9928,0.51201,0.90398,0.00153074,0.00153074,0.00153074
239,626.16,1.00051,0.50979,0.88192,0.93141,0.92554,0.9475,0.69289,0.95197,0.50253,0.8986,0.00152876,0.00152876,0.00152876
240,628.653,0.98616,0.51325,0.8791,0.93328,0.92424,0.94738,0.67532,1.00969,0.51364,0.90913,0.00152678,0.00152678,0.00152678
241,631.111,0.99239,0.51851,0.87913,0.92744,0.92727,0.9459,0.67698,1.01106,0.51816,0.9092,0.0015248,0.0015248,0.0015248
242,633.613,0.97981,0.52448,0.88913,0.93296,0.92251,0.94702,0.66244,1.07064,0.51904,0.92737,0.00152282,0.00152282,0.00152282
243,636.065,1.03036,0.53215,0.90287,0.92979,0.91775,0.94415,0.67264,1.02155,0.51352,0.92056,0.00152084,0.00152084,0.00152084
244,638.527,1.02328,0.52494,0.88361,0.93487,0.91602,0.94721,0.66456,1.06108,0.52589,0.91538,0.00151886,0.00151886,0.00151886
245,640.91,0.99399,0.51877,0.8808,0.92884,0.90173,0.93839,0.65766,1.072,0.5423,0.91858,0.00151688,0.00151688,0.00151688
246,643.306,0.99282,0.52646,0.88906,0.93383,0.92248,0.94824,0.6707,1.0308,0.51615,0.91641,0.0015149,0.0015149,0.0015149
247,645.848,1.04711,0.53597,0.89051,0.9392,0.92165,0.94764,0.68002,0.98801,0.50305,0.90929,0.00151292,0.00151292,0.00151292
248,648.819,1.07859,0.532,0.88847,0.93548,0.929,0.94905,0.68967,0.97731,0.50449,0.90415,0.00151094,0.00151094,0.00151094
249,651.247,1.04948,0.52994,0.89623,0.92597,0.9259,0.94774,0.6778,1.03733,0.51804,0.91224,0.00150896,0.00150896,0.00150896
250,653.809,1.03982,0.5366,0.88601,0.8922,0.88658,0.92778,0.64763,1.03961,0.55229,0.91605,0.00150698,0.00150698,0.00150698
251,656.454,1.02968,0.53357,0.87987,0.89183,0.87532,0.92242,0.63709,1.0709,0.56666,0.92268,0.001505,0.001505,0.001505
252,659.026,1.01121,0.53034,0.88097,0.91338,0.90909,0.93921,0.66451,1.02023,0.53121,0.90898,0.00150302,0.00150302,0.00150302
253,661.436,1.00881,0.52313,0.88785,0.91118,0.90563,0.93644,0.65877,1.02721,0.52952,0.91507,0.00150104,0.00150104,0.00150104
254,663.842,0.94361,0.48889,0.87421,0.91934,0.91732,0.94174,0.67541,0.99527,0.51528,0.90345,0.00149906,0.00149906,0.00149906
255,666.275,0.99571,0.50737,0.88025,0.92771,0.92217,0.94541,0.68415,0.96861,0.50216,0.89907,0.00149708,0.00149708,0.00149708
256,668.715,1.00864,0.50909,0.88761,0.92728,0.92208,0.94375,0.67633,0.99833,0.51109,0.90622,0.0014951,0.0014951,0.0014951
257,671.22,1.02207,0.51952,0.87911,0.92399,0.91602,0.93904,0.66793,1.0309,0.52083,0.90855,0.00149312,0.00149312,0.00149312
258,673.852,0.99217,0.51427,0.88276,0.92834,0.92165,0.94307,0.6763,0.98775,0.51141,0.90214,0.00149114,0.00149114,0.00149114
259,676.401,0.99295,0.50611,0.88002,0.91994,0.91029,0.93799,0.65459,1.04516,0.53486,0.91605,0.00148916,0.00148916,0.00148916
260,678.986,1.02717,0.51793,0.88608,0.91868,0.9026,0.93988,0.67285,0.99115,0.52881,0.90295,0.00148718,0.00148718,0.00148718
261,681.466,1.01121,0.52763,0.89085,0.92727,0.91614,0.94686,0.66989,1.01254,0.53314,0.90391,0.0014852,0.0014852,0.0014852
262,684.082,1.05228,0.52954,0.88146,0.92864,0.91255,0.94315,0.68816,0.93294,0.51605,0.89325,0.00148322,0.00148322,0.00148322
263,686.576,0.94704,0.50594,0.87567,0.93451,0.90996,0.94748,0.69034,0.94803,0.5139,0.89409,0.00148124,0.00148124,0.00148124
264,689.056,1.02862,0.52806,0.88075,0.92858,0.92078,0.94626,0.66461,1.06574,0.52682,0.91656,0.00147926,0.00147926,0.00147926
265,691.499,1.00296,0.51781,0.89041,0.93171,0.92035,0.94681,0.69161,0.9658,0.50488,0.89876,0.00147728,0.00147728,0.00147728
266,694.007,0.95289,0.50055,0.87389,0.92967,0.92698,0.94743,0.68368,0.99673,0.50017,0.90307,0.0014753,0.0014753,0.0014753
267,696.451,0.97675,0.50947,0.87912,0.92773,0.92803,0.94753,0.68002,1.00335,0.50494,0.90478,0.00147332,0.00147332,0.00147332
268,699.492,0.96025,0.49621,0.86781,0.93162,0.92511,0.95012,0.69085,0.95891,0.50221,0.89677,0.00147134,0.00147134,0.00147134
269,701.824,0.96575,0.49801,0.88764,0.92054,0.92774,0.94962,0.68269,0.98518,0.51063,0.90146,0.00146936,0.00146936,0.00146936
270,704.403,1.00379,0.51109,0.8763,0.92575,0.91758,0.9479,0.69961,0.94107,0.50029,0.8946,0.00146738,0.00146738,0.00146738
271,706.957,1.00083,0.51264,0.87678,0.93241,0.91366,0.94822,0.696,0.95248,0.49906,0.89599,0.0014654,0.0014654,0.0014654
272,762.065,1.01199,0.50887,0.86898,0.93345,0.92165,0.94928,0.69823,0.95751,0.48743,0.89702,0.00146342,0.00146342,0.00146342
273,764.377,0.98595,0.50733,0.8855,0.93297,0.92468,0.94981,0.6883,0.98367,0.49707,0.89926,0.00146144,0.00146144,0.00146144
274,766.82,0.98709,0.51206,0.8892,0.93319,0.93115,0.95174,0.67258,1.00553,0.4988,0.90695,0.00145946,0.00145946,0.00145946
275,769.228,0.99113,0.50539,0.88042,0.93855,0.92597,0.95382,0.68143,0.98876,0.50098,0.90339,0.00145748,0.00145748,0.00145748
276,771.69,1.00086,0.51604,0.89011,0.92842,0.92251,0.9488,0.67734,1.00109,0.49909,0.90695,0.0014555,0.0014555,0.0014555
277,773.975,0.96982,0.49999,0.87856,0.92591,0.92944,0.95138,0.67796,0.99595,0.49748,0.9066,0.00145352,0.00145352,0.00145352
278,777.257,0.93982,0.48969,0.87486,0.92494,0.92285,0.94841,0.68334,0.97124,0.50188,0.90055,0.00145154,0.00145154,0.00145154
279,779.514,0.95274,0.49123,0.87708,0.91067,0.92987,0.94416,0.67195,1.0148,0.51206,0.90808,0.00144956,0.00144956,0.00144956
280,782.07,0.96416,0.49081,0.87678,0.89781,0.92121,0.93943,0.68115,0.98433,0.5112,0.90575,0.00144758,0.00144758,0.00144758
281,784.689,0.99209,0.50366,0.88171,0.88582,0.91019,0.93401,0.6578,1.04598,0.53012,0.91402,0.0014456,0.0014456,0.0014456
282,787.191,1.00733,0.50128,0.87294,0.90827,0.92581,0.94422,0.67044,1.01733,0.51845,0.9123,0.00144362,0.00144362,0.00144362
283,789.807,0.99712,0.50539,0.88655,0.91422,0.92857,0.94643,0.6729,1.0154,0.51504,0.91096,0.00144164,0.00144164,0.00144164
284,792.361,0.94868,0.48461,0.87615,0.94011,0.92422,0.95175,0.68605,0.98774,0.49889,0.90244,0.00143966,0.00143966,0.00143966
285,794.758,0.97724,0.50763,0.88535,0.93752,0.92554,0.94905,0.69157,0.96677,0.494,0.898,0.00143768,0.00143768,0.00143768
286,797.106,0.9776,0.51052,0.88844,0.93552,0.9295,0.953,0.68228,0.99243,0.50759,0.89923,0.0014357,0.0014357,0.0014357
287,799.879,0.96741,0.49658,0.88086,0.93856,0.91917,0.95088,0.68975,0.94372,0.4988,0.89359,0.00143372,0.00143372,0.00143372
288,802.383,0.94367,0.49157,0.86899,0.93685,0.92511,0.95619,0.68294,0.99297,0.50448,0.90091,0.00143174,0.00143174,0.00143174
289,804.955,1.00287,0.50188,0.87595,0.93685,0.92424,0.95343,0.67083,1.05119,0.51153,0.91242,0.00142976,0.00142976,0.00142976
290,807.441,0.95678,0.50194,0.87312,0.9454,0.91442,0.95099,0.68713,0.96807,0.4982,0.9022,0.00142778,0.00142778,0.00142778
291,809.879,1.00117,0.50831,0.88309,0.94374,0.92224,0.95284,0.6547,1.07625,0.51533,0.92241,0.0014258,0.0014258,0.0014258
292,812.236,1.00631,0.50827,0.89235,0.9305,0.93314,0.95085,0.6812,0.98336,0.49393,0.90567,0.00142382,0.00142382,0.00142382
293,814.634,0.96979,0.49227,0.87011,0.93257,0.92338,0.94478,0.68862,0.95343,0.48936,0.90043,0.00142184,0.00142184,0.00142184
294,816.985,0.96125,0.48949,0.88073,0.92349,0.93117,0.94539,0.67661,1.0082,0.49731,0.90928,0.00141986,0.00141986,0.00141986
295,819.31,0.97971,0.49247,0.87136,0.92537,0.92944,0.94419,0.69024,0.96368,0.49532,0.89911,0.00141788,0.00141788,0.00141788
296,821.864,0.97855,0.49276,0.86877,0.91922,0.92123,0.94385,0.69684,0.91829,0.49386,0.89209,0.0014159,0.0014159,0.0014159
297,824.992,0.99496,0.5081,0.87734,0.92962,0.91482,0.94534,0.68954,0.94968,0.5035,0.8967,0.00141392,0.00141392,0.00141392
298,827.551,1.00801,0.50219,0.87748,0.92289,0.92251,0.94972,0.68888,0.98143,0.49984,0.89769,0.00141194,0.00141194,0.00141194
299,829.975,0.96717,0.51431,0.88011,0.92386,0.92511,0.95004,0.70782,0.91268,0.48678,0.88715,0.00140996,0.00140996,0.00140996
300,832.561,0.99768,0.50497,0.87614,0.92206,0.92727,0.94615,0.6989,0.92726,0.48464,0.89103,0.00140798,0.00140798,0.00140798
301,834.993,0.97723,0.49373,0.88488,0.92614,0.91736,0.94466,0.69042,0.95912,0.4892,0.89619,0.001406,0.001406,0.001406
302,837.369,0.95846,0.49546,0.88222,0.9148,0.9039,0.93483,0.68837,0.94251,0.50505,0.89656,0.00140402,0.00140402,0.00140402
303,839.833,0.99763,0.51716,0.88024,0.92353,0.90606,0.93928,0.69297,0.94069,0.49816,0.89599,0.00140204,0.00140204,0.00140204
304,842.214,0.93054,0.4826,0.87442,0.92767,0.92171,0.94692,0.69349,0.96506,0.49005,0.90007,0.00140006,0.00140006,0.00140006
305,844.738,1.00704,0.50019,0.87591,0.92752,0.91957,0.94318,0.6914,0.94976,0.49876,0.89575,0.00139808,0.00139808,0.00139808
306,847.547,0.94279,0.48596,0.86766,0.92995,0.91383,0.94595,0.68589,0.97443,0.50331,0.90177,0.0013961,0.0013961,0.0013961
307,849.854,0.95299,0.49765,0.883,0.93238,0.92641,0.95067,0.68525,0.9787,0.49058,0.90113,0.00139412,0.00139412,0.00139412
308,852.371,0.99471,0.50187,0.89016,0.92447,0.93255,0.94856,0.6933,0.94365,0.48391,0.89433,0.00139214,0.00139214,0.00139214
309,854.761,0.96882,0.4899,0.87367,0.93169,0.92701,0.95119,0.69891,0.9307,0.48304,0.89066,0.00139016,0.00139016,0.00139016
310,857.343,0.94368,0.47654,0.87023,0.93255,0.92178,0.94926,0.69695,0.9591,0.49089,0.89931,0.00138818,0.00138818,0.00138818
311,859.794,0.98179,0.49467,0.88071,0.93297,0.92183,0.94972,0.69094,0.98295,0.4918,0.90359,0.0013862,0.0013862,0.0013862
312,862.314,1.00424,0.51655,0.88682,0.92722,0.93205,0.94956,0.68628,0.99775,0.4994,0.90135,0.00138422,0.00138422,0.00138422
313,864.677,1.0071,0.50633,0.89572,0.93088,0.93277,0.94822,0.68884,0.98307,0.48939,0.90077,0.00138224,0.00138224,0.00138224
314,867.173,0.9729,0.50465,0.87444,0.919,0.91342,0.94045,0.67889,0.97734,0.51601,0.89643,0.00138026,0.00138026,0.00138026
315,869.677,0.92742,0.49024,0.86757,0.92196,0.91429,0.94122,0.68255,0.9649,0.51171,0.89636,0.00137828,0.00137828,0.00137828
316,872.681,0.952,0.49643,0.874,0.93213,0.91559,0.94382,0.68118,0.98569,0.50051,0.90264,0.0013763,0.0013763,0.0013763
317,875.549,0.95613,0.4921,0.87253,0.93127,0.89739,0.93249,0.67616,0.96472,0.57663,0.89911,0.00137432,0.00137432,0.00137432
318,878.208,0.9598,0.49445,0.86711,0.90555,0.88052,0.90323,0.64839,0.99979,0.69464,0.90653,0.00137234,0.00137234,0.00137234
319,880.606,0.90636,0.48024,0.86783,0.93144,0.8974,0.93914,0.6847,0.95157,0.51322,0.89676,0.00137036,0.00137036,0.00137036
320,883.011,0.98258,0.49792,0.88357,0.92512,0.92857,0.94972,0.65292,1.09518,0.51871,0.92913,0.00136838,0.00136838,0.00136838
321,885.449,0.9534,0.48917,0.8809,0.92924,0.92814,0.95091,0.66291,1.06771,0.50856,0.92196,0.0013664,0.0013664,0.0013664
322,887.857,1.0032,0.51543,0.88323,0.92323,0.93377,0.94909,0.69512,0.95684,0.49379,0.89661,0.00136442,0.00136442,0.00136442
323,890.361,0.96771,0.50163,0.86835,0.92982,0.92337,0.94967,0.6748,1.02365,0.49915,0.90712,0.00136244,0.00136244,0.00136244
324,892.888,0.98577,0.49831,0.87956,0.93425,0.91657,0.94801,0.67587,1.02804,0.51003,0.90947,0.00136046,0.00136046,0.00136046
325,895.559,0.96887,0.50009,0.87284,0.93392,0.91769,0.94537,0.6821,1.01049,0.51517,0.90481,0.00135848,0.00135848,0.00135848
326,898.859,0.95982,0.49813,0.87589,0.9356,0.91189,0.94686,0.64132,1.15057,0.53495,0.93023,0.0013565,0.0013565,0.0013565
327,901.363,1.023,0.50351,0.8759,0.92844,0.91342,0.9463,0.62959,1.19699,0.5456,0.93924,0.00135452,0.00135452,0.00135452
328,903.945,0.97526,0.49305,0.87188,0.92492,0.91775,0.94559,0.68344,0.99297,0.50431,0.90217,0.00135254,0.00135254,0.00135254
329,906.369,1.04319,0.50289,0.88035,0.92187,0.92468,0.94664,0.679,1.02437,0.51575,0.90671,0.00135056,0.00135056,0.00135056
330,908.852,1.03185,0.5245,0.89323,0.92432,0.93052,0.94948,0.67721,1.04115,0.51359,0.90708,0.00134858,0.00134858,0.00134858
331,911.353,0.99733,0.5076,0.88177,0.92194,0.92539,0.94707,0.67913,1.02195,0.50934,0.90831,0.0013466,0.0013466,0.0013466
332,913.909,1.01211,0.50284,0.90192,0.91425,0.91848,0.9433,0.6735,1.01218,0.51756,0.90938,0.00134462,0.00134462,0.00134462
333,916.406,1.00076,0.51056,0.8811,0.91976,0.91515,0.94626,0.66276,1.05995,0.52436,0.91759,0.00134264,0.00134264,0.00134264
334,918.841,0.95457,0.48541,0.87032,0.91591,0.92554,0.9486,0.68662,0.95865,0.50155,0.89876,0.00134066,0.00134066,0.00134066
335,921.732,0.95914,0.48168,0.87547,0.91935,0.92121,0.94808,0.68957,0.94214,0.50874,0.89513,0.00133868,0.00133868,0.00133868
336,924.342,0.9696,0.49971,0.87611,0.91677,0.92121,0.9477,0.67542,1.0147,0.53571,0.90248,0.0013367,0.0013367,0.0013367
337,926.773,0.9706,0.49394,0.86806,0.91734,0.91558,0.94603,0.68285,0.99715,0.53872,0.89692,0.00133472,0.00133472,0.00133472
338,929.251,0.89648,0.4774,0.86132,0.92704,0.92987,0.95182,0.70203,0.93999,0.49415,0.89109,0.00133274,0.00133274,0.00133274
339,931.643,0.94587,0.49632,0.87976,0.93567,0.92684,0.95145,0.68649,0.98511,0.49142,0.90189,0.00133076,0.00133076,0.00133076
340,934.16,0.93454,0.48182,0.87716,0.9362,0.9274,0.94941,0.69717,0.94834,0.47709,0.89502,0.00132878,0.00132878,0.00132878
341,936.695,0.96105,0.4907,0.87455,0.9289,0.92754,0.94736,0.69394,0.95303,0.4898,0.89551,0.0013268,0.0013268,0.0013268
342,939.139,0.91877,0.48192,0.86081,0.93261,0.92338,0.94758,0.68952,0.98405,0.48974,0.90417,0.00132482,0.00132482,0.00132482
343,941.737,0.91662,0.47404,0.87313,0.92571,0.93377,0.94839,0.69701,0.94785,0.47751,0.89864,0.00132284,0.00132284,0.00132284
344,944.763,0.89224,0.46928,0.85771,0.93485,0.92553,0.95021,0.69381,0.97499,0.47965,0.90157,0.00132086,0.00132086,0.00132086
345,947.589,0.93441,0.48207,0.87698,0.92543,0.92403,0.94988,0.69219,0.98242,0.4897,0.90364,0.00131888,0.00131888,0.00131888
346,949.998,0.92232,0.48182,0.87238,0.92459,0.92359,0.9497,0.70145,0.94725,0.49301,0.8948,0.0013169,0.0013169,0.0013169
347,952.437,0.94017,0.48129,0.87303,0.9335,0.91765,0.95037,0.68981,0.99654,0.50145,0.9054,0.00131492,0.00131492,0.00131492
348,954.889,0.98039,0.49555,0.88261,0.92966,0.91342,0.94769,0.67376,1.01737,0.50965,0.91003,0.00131294,0.00131294,0.00131294
349,957.22,0.92551,0.47918,0.87049,0.9306,0.91645,0.94668,0.69034,0.96588,0.49817,0.89974,0.00131096,0.00131096,0.00131096
350,959.641,0.95381,0.48657,0.87742,0.92679,0.92121,0.94586,0.67062,1.02867,0.50113,0.9136,0.00130898,0.00130898,0.00130898
351,961.977,0.91237,0.47865,0.86794,0.92897,0.91558,0.94541,0.68461,0.97316,0.49659,0.90164,0.001307,0.001307,0.001307
352,964.37,0.94522,0.49053,0.87728,0.91741,0.91369,0.94308,0.69711,0.93553,0.49429,0.89426,0.00130502,0.00130502,0.00130502
353,967.535,0.9586,0.48295,0.87792,0.92434,0.92556,0.94759,0.70148,0.92888,0.48205,0.89457,0.00130304,0.00130304,0.00130304
354,970.034,0.96999,0.48469,0.87103,0.91912,0.93333,0.94987,0.70564,0.91744,0.47297,0.89166,0.00130106,0.00130106,0.00130106
355,972.421,0.94454,0.48113,0.87042,0.92929,0.91595,0.9477,0.70501,0.91726,0.47911,0.8882,0.00129908,0.00129908,0.00129908
356,974.871,0.91069,0.47289,0.86714,0.9196,0.93083,0.9493,0.70695,0.90244,0.47738,0.88596,0.0012971,0.0012971,0.0012971
357,977.305,0.92396,0.47927,0.86596,0.92079,0.93097,0.94977,0.70855,0.90144,0.47547,0.88718,0.00129512,0.00129512,0.00129512
358,979.809,0.94956,0.48232,0.86631,0.91071,0.90513,0.94086,0.67942,0.97562,0.51493,0.90175,0.00129314,0.00129314,0.00129314
359,982.255,0.99279,0.50899,0.87137,0.92179,0.91336,0.94432,0.69532,0.93933,0.50838,0.8968,0.00129116,0.00129116,0.00129116
360,984.706,0.97144,0.50063,0.87459,0.93195,0.93247,0.95396,0.70463,0.92716,0.48756,0.89179,0.00128918,0.00128918,0.00128918
361,987.042,0.942,0.48965,0.87122,0.926,0.93203,0.95419,0.70071,0.93747,0.48924,0.88922,0.0012872,0.0012872,0.0012872
362,989.403,0.9593,0.48833,0.87374,0.93309,0.93333,0.9553,0.69798,0.96116,0.49566,0.89752,0.00128522,0.00128522,0.00128522
363,991.839,0.90768,0.47037,0.86123,0.93339,0.9355,0.95471,0.69857,0.96377,0.48972,0.89944,0.00128324,0.00128324,0.00128324
364,995.033,0.92461,0.48146,0.8602,0.93806,0.93098,0.95402,0.6926,0.97863,0.49181,0.901,0.00128126,0.00128126,0.00128126
